Month,FY,Store,Metric,Amount,AmountUnit
2024-Oct,FY 2024-25,CLA,GST,0.04,Rs. Lakhs
2024-Oct,FY 2024-25,IBC,GST,0.37,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,GST,0.44,Rs. Lakhs
2024-Oct,FY 2024-25,ECT,GST,0.65,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,GST,0.52,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,GST,0.5,Rs. Lakhs
2024-Oct,FY 2024-25,STN,GST,1.02,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,GST,0.94,Rs. Lakhs
2024-Oct,FY 2024-25,AYN,GST,0.16,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,GST,0.67,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,GST,0.64,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,GST,,Rs. Lakhs
2024-Oct,FY 2024-25,SCK,GST,,Rs. Lakhs
2024-Oct,FY 2024-25,SES,GST,0.42,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,GST,0.43,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,GST,0.36,Rs. Lakhs
2024-Oct,FY 2024-25,ANN,GST,0.7,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,GST,0.7,Rs. Lakhs
2024-Oct,FY 2024-25,JAP,GST,0.01,Rs. Lakhs
2024-Oct,FY 2024-25,DWR,GST,,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,GST,0.39,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,GST,0.5,Rs. Lakhs
2024-Oct,FY 2024-25,NSS,GST,,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,GST,0.36,Rs. Lakhs
2024-Oct,FY 2024-25,EKL,GST,0.74,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,GST,0.31,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,GST,0.11,Rs. Lakhs
2024-Oct,FY 2024-25,PRM,GST,0.55,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,GST,0.57,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,GST,0.19,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,GST,1.42,Rs. Lakhs
2024-Oct,FY 2024-25,DCH,GST,0.04,Rs. Lakhs
2024-Oct,FY 2024-25,SCH,GST,1.24,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,GST,0.5,Rs. Lakhs
2024-Oct,FY 2024-25,FSM,GST,1.01,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,GST,0.4,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,GST,0.39,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,GST,0.6,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,GST,1.28,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,GST,0.87,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,GST,0.32,Rs. Lakhs
2024-Oct,FY 2024-25,HIM,GST,0.68,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,GST,0.86,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,GST,0.66,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,GST,0.4,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,GST,0.43,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,GST,0.5,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,GST,0.77,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,GST,0.9,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,GST,0.79,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,GST,1.14,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,GST,1.22,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,GST,0.72,Rs. Lakhs
2024-Oct,FY 2024-25,VEL,GST,0.75,Rs. Lakhs
2024-Oct,FY 2024-25,NUN,GST,0.59,Rs. Lakhs
2024-Oct,FY 2024-25,PER,GST,0.13,Rs. Lakhs
2024-Oct,FY 2024-25,EGL,Net Sales,14.42,Rs. Lakhs
2024-Oct,FY 2024-25,ITPL,Net Sales,63.46,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,Net Sales,15.14,Rs. Lakhs
2024-Oct,FY 2024-25,KOR,Net Sales,48.85,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,Net Sales,15.34,Rs. Lakhs
2024-Oct,FY 2024-25,IND,Net Sales,86.99,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,Net Sales,13.68,Rs. Lakhs
2024-Oct,FY 2024-25,MAN,Net Sales,27.68,Rs. Lakhs
2024-Oct,FY 2024-25,MTP,Net Sales,7.5,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,Net Sales,31.07,Rs. Lakhs
2024-Oct,FY 2024-25,ARK,Net Sales,60.23,Rs. Lakhs
2024-Oct,FY 2024-25,HSR,Net Sales,85.26,Rs. Lakhs
2024-Oct,FY 2024-25,CVR,Net Sales,10.77,Rs. Lakhs
2024-Oct,FY 2024-25,SJP,Net Sales,46.95,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,Net Sales,30.05,Rs. Lakhs
2024-Oct,FY 2024-25,EST,Net Sales,34.6,Rs. Lakhs
2024-Oct,FY 2024-25,JPN,Net Sales,44.72,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,Net Sales,24.68,Rs. Lakhs
2024-Oct,FY 2024-25,SYH,Net Sales,53.12,Rs. Lakhs
2024-Oct,FY 2024-25,ETF,Net Sales,16.42,Rs. Lakhs
2024-Oct,FY 2024-25,GSC,Net Sales,16.38,Rs. Lakhs
2024-Oct,FY 2024-25,ECN,Net Sales,18.5,Rs. Lakhs
2024-Oct,FY 2024-25,RGA,Net Sales,14.54,Rs. Lakhs
2024-Oct,FY 2024-25,KNP,Net Sales,32.83,Rs. Lakhs
2024-Oct,FY 2024-25,KCK,Net Sales,48.61,Rs. Lakhs
2024-Oct,FY 2024-25,BVG,Net Sales,36.64,Rs. Lakhs
2024-Oct,FY 2024-25,CLA,Net Sales,26.81,Rs. Lakhs
2024-Oct,FY 2024-25,IBC,Net Sales,14.37,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,Net Sales,31.74,Rs. Lakhs
2024-Oct,FY 2024-25,ECT,Net Sales,41.73,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,Net Sales,28.48,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,Net Sales,30.88,Rs. Lakhs
2024-Oct,FY 2024-25,DCB,Net Sales,13.29,Rs. Lakhs
2024-Oct,FY 2024-25,STN,Net Sales,24.06,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,Net Sales,37.94,Rs. Lakhs
2024-Oct,FY 2024-25,AYN,Net Sales,4.4,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,Net Sales,60.67,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,Net Sales,89.52,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,Net Sales,60.1,Rs. Lakhs
2024-Oct,FY 2024-25,SCK,Net Sales,60.14,Rs. Lakhs
2024-Oct,FY 2024-25,SES,Net Sales,35.65,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,Net Sales,44.25,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,Net Sales,32.59,Rs. Lakhs
2024-Oct,FY 2024-25,ANN,Net Sales,42.73,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,Net Sales,51.06,Rs. Lakhs
2024-Oct,FY 2024-25,JAP,Net Sales,36.73,Rs. Lakhs
2024-Oct,FY 2024-25,DWR,Net Sales,37.19,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,Net Sales,20.3,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,Net Sales,26.96,Rs. Lakhs
2024-Oct,FY 2024-25,NSS,Net Sales,37.79,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,Net Sales,35.38,Rs. Lakhs
2024-Oct,FY 2024-25,ROH,Net Sales,32.5,Rs. Lakhs
2024-Oct,FY 2024-25,EKL,Net Sales,66.09,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,Net Sales,18,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,Net Sales,31.06,Rs. Lakhs
2024-Oct,FY 2024-25,PRM,Net Sales,10.94,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,Net Sales,26.67,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,Net Sales,21.27,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,Net Sales,43.43,Rs. Lakhs
2024-Oct,FY 2024-25,DCH,Net Sales,27.04,Rs. Lakhs
2024-Oct,FY 2024-25,SCH,Net Sales,24.87,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,Net Sales,17.42,Rs. Lakhs
2024-Oct,FY 2024-25,FSM,Net Sales,20.18,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,Net Sales,23.84,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,Net Sales,23.37,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,Net Sales,32.21,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,Net Sales,72.24,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,Net Sales,47.33,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,Net Sales,25.14,Rs. Lakhs
2024-Oct,FY 2024-25,HIM,Net Sales,25.67,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,Net Sales,70.56,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,Net Sales,29.86,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,Net Sales,15.99,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,Net Sales,18.34,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,Net Sales,26.45,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,Net Sales,21.19,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,Net Sales,27.59,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,Net Sales,30.02,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,Net Sales,27.92,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,Net Sales,49.43,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,Net Sales,19.29,Rs. Lakhs
2024-Oct,FY 2024-25,VEL,Net Sales,40.8,Rs. Lakhs
2024-Oct,FY 2024-25,NUN,Net Sales,25.65,Rs. Lakhs
2024-Oct,FY 2024-25,PER,Net Sales,2.78,Rs. Lakhs
2024-Oct,FY 2024-25,EGL,COGS (food +packaging),5.4,Rs. Lakhs
2024-Oct,FY 2024-25,ITPL,COGS (food +packaging),25.62,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,COGS (food +packaging),5.53,Rs. Lakhs
2024-Oct,FY 2024-25,KOR,COGS (food +packaging),17.54,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,COGS (food +packaging),5.27,Rs. Lakhs
2024-Oct,FY 2024-25,IND,COGS (food +packaging),34.92,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,COGS (food +packaging),5.17,Rs. Lakhs
2024-Oct,FY 2024-25,MAN,COGS (food +packaging),9.78,Rs. Lakhs
2024-Oct,FY 2024-25,MTP,COGS (food +packaging),3.05,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,COGS (food +packaging),11.14,Rs. Lakhs
2024-Oct,FY 2024-25,ARK,COGS (food +packaging),20.96,Rs. Lakhs
2024-Oct,FY 2024-25,HSR,COGS (food +packaging),29.48,Rs. Lakhs
2024-Oct,FY 2024-25,CVR,COGS (food +packaging),4.05,Rs. Lakhs
2024-Oct,FY 2024-25,SJP,COGS (food +packaging),18.62,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,COGS (food +packaging),10.66,Rs. Lakhs
2024-Oct,FY 2024-25,EST,COGS (food +packaging),12.33,Rs. Lakhs
2024-Oct,FY 2024-25,JPN,COGS (food +packaging),16.85,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,COGS (food +packaging),9.72,Rs. Lakhs
2024-Oct,FY 2024-25,SYH,COGS (food +packaging),20.74,Rs. Lakhs
2024-Oct,FY 2024-25,ETF,COGS (food +packaging),6.57,Rs. Lakhs
2024-Oct,FY 2024-25,GSC,COGS (food +packaging),6.53,Rs. Lakhs
2024-Oct,FY 2024-25,ECN,COGS (food +packaging),6.6,Rs. Lakhs
2024-Oct,FY 2024-25,RGA,COGS (food +packaging),5.29,Rs. Lakhs
2024-Oct,FY 2024-25,KNP,COGS (food +packaging),13.18,Rs. Lakhs
2024-Oct,FY 2024-25,KCK,COGS (food +packaging),17.1,Rs. Lakhs
2024-Oct,FY 2024-25,BVG,COGS (food +packaging),13.82,Rs. Lakhs
2024-Oct,FY 2024-25,CLA,COGS (food +packaging),10.68,Rs. Lakhs
2024-Oct,FY 2024-25,IBC,COGS (food +packaging),5.5,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,COGS (food +packaging),10.91,Rs. Lakhs
2024-Oct,FY 2024-25,ECT,COGS (food +packaging),15.75,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,COGS (food +packaging),9.86,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,COGS (food +packaging),10.75,Rs. Lakhs
2024-Oct,FY 2024-25,DCB,COGS (food +packaging),5.57,Rs. Lakhs
2024-Oct,FY 2024-25,STN,COGS (food +packaging),9.33,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,COGS (food +packaging),14.89,Rs. Lakhs
2024-Oct,FY 2024-25,AYN,COGS (food +packaging),2.41,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,COGS (food +packaging),24.47,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,COGS (food +packaging),37.07,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,COGS (food +packaging),23.76,Rs. Lakhs
2024-Oct,FY 2024-25,SCK,COGS (food +packaging),25.59,Rs. Lakhs
2024-Oct,FY 2024-25,SES,COGS (food +packaging),14.75,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,COGS (food +packaging),18.62,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,COGS (food +packaging),14.2,Rs. Lakhs
2024-Oct,FY 2024-25,ANN,COGS (food +packaging),17.64,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,COGS (food +packaging),20.75,Rs. Lakhs
2024-Oct,FY 2024-25,JAP,COGS (food +packaging),15.2,Rs. Lakhs
2024-Oct,FY 2024-25,DWR,COGS (food +packaging),15.67,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,COGS (food +packaging),8.44,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,COGS (food +packaging),9.88,Rs. Lakhs
2024-Oct,FY 2024-25,NSS,COGS (food +packaging),15.58,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,COGS (food +packaging),14.77,Rs. Lakhs
2024-Oct,FY 2024-25,ROH,COGS (food +packaging),13.16,Rs. Lakhs
2024-Oct,FY 2024-25,EKL,COGS (food +packaging),27.87,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,COGS (food +packaging),7.68,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,COGS (food +packaging),13.33,Rs. Lakhs
2024-Oct,FY 2024-25,PRM,COGS (food +packaging),4.61,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,COGS (food +packaging),11.42,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,COGS (food +packaging),9.08,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,COGS (food +packaging),15.92,Rs. Lakhs
2024-Oct,FY 2024-25,DCH,COGS (food +packaging),12.24,Rs. Lakhs
2024-Oct,FY 2024-25,SCH,COGS (food +packaging),9.8,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,COGS (food +packaging),6.94,Rs. Lakhs
2024-Oct,FY 2024-25,FSM,COGS (food +packaging),8.08,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,COGS (food +packaging),9.92,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,COGS (food +packaging),8.88,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,COGS (food +packaging),13.48,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,COGS (food +packaging),25.85,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,COGS (food +packaging),17.14,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,COGS (food +packaging),9.88,Rs. Lakhs
2024-Oct,FY 2024-25,HIM,COGS (food +packaging),11,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,COGS (food +packaging),25.82,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,COGS (food +packaging),11.23,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,COGS (food +packaging),6.58,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,COGS (food +packaging),7.41,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,COGS (food +packaging),11,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,COGS (food +packaging),8.29,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,COGS (food +packaging),10.66,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,COGS (food +packaging),10.69,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,COGS (food +packaging),10.07,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,COGS (food +packaging),18.46,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,COGS (food +packaging),8.01,Rs. Lakhs
2024-Oct,FY 2024-25,VEL,COGS (food +packaging),14.74,Rs. Lakhs
2024-Oct,FY 2024-25,NUN,COGS (food +packaging),10.3,Rs. Lakhs
2024-Oct,FY 2024-25,PER,COGS (food +packaging),1.71,Rs. Lakhs
2024-Oct,FY 2024-25,EGL,store Labor Cost,2.62,Rs. Lakhs
2024-Oct,FY 2024-25,ITPL,store Labor Cost,6.37,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,store Labor Cost,2.49,Rs. Lakhs
2024-Oct,FY 2024-25,KOR,store Labor Cost,5.35,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,store Labor Cost,3.12,Rs. Lakhs
2024-Oct,FY 2024-25,IND,store Labor Cost,10.02,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,store Labor Cost,3.35,Rs. Lakhs
2024-Oct,FY 2024-25,MAN,store Labor Cost,3.2,Rs. Lakhs
2024-Oct,FY 2024-25,MTP,store Labor Cost,1.94,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,store Labor Cost,3.94,Rs. Lakhs
2024-Oct,FY 2024-25,ARK,store Labor Cost,5.5,Rs. Lakhs
2024-Oct,FY 2024-25,HSR,store Labor Cost,6.54,Rs. Lakhs
2024-Oct,FY 2024-25,CVR,store Labor Cost,2.33,Rs. Lakhs
2024-Oct,FY 2024-25,SJP,store Labor Cost,6.38,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,store Labor Cost,3.22,Rs. Lakhs
2024-Oct,FY 2024-25,EST,store Labor Cost,4.3,Rs. Lakhs
2024-Oct,FY 2024-25,JPN,store Labor Cost,4.12,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,store Labor Cost,3.99,Rs. Lakhs
2024-Oct,FY 2024-25,SYH,store Labor Cost,5.96,Rs. Lakhs
2024-Oct,FY 2024-25,ETF,store Labor Cost,2.93,Rs. Lakhs
2024-Oct,FY 2024-25,GSC,store Labor Cost,2.91,Rs. Lakhs
2024-Oct,FY 2024-25,ECN,store Labor Cost,3.76,Rs. Lakhs
2024-Oct,FY 2024-25,RGA,store Labor Cost,3.19,Rs. Lakhs
2024-Oct,FY 2024-25,KNP,store Labor Cost,4.76,Rs. Lakhs
2024-Oct,FY 2024-25,KCK,store Labor Cost,3.57,Rs. Lakhs
2024-Oct,FY 2024-25,BVG,store Labor Cost,4.16,Rs. Lakhs
2024-Oct,FY 2024-25,CLA,store Labor Cost,4.04,Rs. Lakhs
2024-Oct,FY 2024-25,IBC,store Labor Cost,2.35,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,store Labor Cost,3.27,Rs. Lakhs
2024-Oct,FY 2024-25,ECT,store Labor Cost,4.69,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,store Labor Cost,3.64,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,store Labor Cost,4.1,Rs. Lakhs
2024-Oct,FY 2024-25,DCB,store Labor Cost,3.13,Rs. Lakhs
2024-Oct,FY 2024-25,STN,store Labor Cost,3.44,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,store Labor Cost,4.82,Rs. Lakhs
2024-Oct,FY 2024-25,AYN,store Labor Cost,2.62,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,store Labor Cost,4.8,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,store Labor Cost,7.37,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,store Labor Cost,4.09,Rs. Lakhs
2024-Oct,FY 2024-25,SCK,store Labor Cost,3.69,Rs. Lakhs
2024-Oct,FY 2024-25,SES,store Labor Cost,4.49,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,store Labor Cost,4.69,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,store Labor Cost,3.75,Rs. Lakhs
2024-Oct,FY 2024-25,ANN,store Labor Cost,4.46,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,store Labor Cost,5.26,Rs. Lakhs
2024-Oct,FY 2024-25,JAP,store Labor Cost,4.24,Rs. Lakhs
2024-Oct,FY 2024-25,DWR,store Labor Cost,3.74,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,store Labor Cost,3.35,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,store Labor Cost,3.53,Rs. Lakhs
2024-Oct,FY 2024-25,NSS,store Labor Cost,3.02,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,store Labor Cost,4.33,Rs. Lakhs
2024-Oct,FY 2024-25,ROH,store Labor Cost,3.54,Rs. Lakhs
2024-Oct,FY 2024-25,EKL,store Labor Cost,6.92,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,store Labor Cost,2.87,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,store Labor Cost,4.33,Rs. Lakhs
2024-Oct,FY 2024-25,PRM,store Labor Cost,2.82,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,store Labor Cost,4.46,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,store Labor Cost,3.85,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,store Labor Cost,4.39,Rs. Lakhs
2024-Oct,FY 2024-25,DCH,store Labor Cost,2.8,Rs. Lakhs
2024-Oct,FY 2024-25,SCH,store Labor Cost,3.19,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,store Labor Cost,2.99,Rs. Lakhs
2024-Oct,FY 2024-25,FSM,store Labor Cost,2.64,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,store Labor Cost,2.76,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,store Labor Cost,2.98,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,store Labor Cost,3.53,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,store Labor Cost,5.07,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,store Labor Cost,4.13,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,store Labor Cost,3.83,Rs. Lakhs
2024-Oct,FY 2024-25,HIM,store Labor Cost,3.38,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,store Labor Cost,5.63,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,store Labor Cost,3.22,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,store Labor Cost,2.73,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,store Labor Cost,3.12,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,store Labor Cost,3.26,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,store Labor Cost,3.71,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,store Labor Cost,3.41,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,store Labor Cost,4.27,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,store Labor Cost,4.4,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,store Labor Cost,6.33,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,store Labor Cost,2.93,Rs. Lakhs
2024-Oct,FY 2024-25,VEL,store Labor Cost,4.58,Rs. Lakhs
2024-Oct,FY 2024-25,NUN,store Labor Cost,4.29,Rs. Lakhs
2024-Oct,FY 2024-25,PER,store Labor Cost,0.34,Rs. Lakhs
2024-Oct,FY 2024-25,EGL,Utility Cost,0.96,Rs. Lakhs
2024-Oct,FY 2024-25,ITPL,Utility Cost,1.6,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,Utility Cost,0.53,Rs. Lakhs
2024-Oct,FY 2024-25,KOR,Utility Cost,1.91,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,Utility Cost,0.95,Rs. Lakhs
2024-Oct,FY 2024-25,IND,Utility Cost,2.68,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,Utility Cost,0.54,Rs. Lakhs
2024-Oct,FY 2024-25,MAN,Utility Cost,0.9,Rs. Lakhs
2024-Oct,FY 2024-25,MTP,Utility Cost,0.9,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,Utility Cost,1.06,Rs. Lakhs
2024-Oct,FY 2024-25,ARK,Utility Cost,1.79,Rs. Lakhs
2024-Oct,FY 2024-25,HSR,Utility Cost,2.06,Rs. Lakhs
2024-Oct,FY 2024-25,CVR,Utility Cost,0.76,Rs. Lakhs
2024-Oct,FY 2024-25,SJP,Utility Cost,2.04,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,Utility Cost,1.06,Rs. Lakhs
2024-Oct,FY 2024-25,EST,Utility Cost,1.34,Rs. Lakhs
2024-Oct,FY 2024-25,JPN,Utility Cost,1.71,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,Utility Cost,1.07,Rs. Lakhs
2024-Oct,FY 2024-25,SYH,Utility Cost,2.38,Rs. Lakhs
2024-Oct,FY 2024-25,ETF,Utility Cost,0.67,Rs. Lakhs
2024-Oct,FY 2024-25,ECN,Utility Cost,0.94,Rs. Lakhs
2024-Oct,FY 2024-25,RGA,Utility Cost,0.65,Rs. Lakhs
2024-Oct,FY 2024-25,KNP,Utility Cost,1.4,Rs. Lakhs
2024-Oct,FY 2024-25,KCK,Utility Cost,1.71,Rs. Lakhs
2024-Oct,FY 2024-25,BVG,Utility Cost,1.29,Rs. Lakhs
2024-Oct,FY 2024-25,CLA,Utility Cost,1.24,Rs. Lakhs
2024-Oct,FY 2024-25,IBC,Utility Cost,0.86,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,Utility Cost,0.42,Rs. Lakhs
2024-Oct,FY 2024-25,ECT,Utility Cost,1.81,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,Utility Cost,1.22,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,Utility Cost,1.07,Rs. Lakhs
2024-Oct,FY 2024-25,STN,Utility Cost,1.04,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,Utility Cost,1.36,Rs. Lakhs
2024-Oct,FY 2024-25,AYN,Utility Cost,0.71,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,Utility Cost,1.26,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,Utility Cost,1.58,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,Utility Cost,1.12,Rs. Lakhs
2024-Oct,FY 2024-25,SCK,Utility Cost,1.72,Rs. Lakhs
2024-Oct,FY 2024-25,SES,Utility Cost,1.3,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,Utility Cost,2.38,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,Utility Cost,1.64,Rs. Lakhs
