Month,FY,Store,Metric,Amount,AmountUnit
2021-May,FY 2021-22,JPN,Utility Cost,1.14,Rs. Lakhs
2021-May,FY 2021-22,PTP,Utility Cost,0.07,Rs. Lakhs
2021-May,FY 2021-22,SEC,Utility Cost,0.05,Rs. Lakhs
2021-May,FY 2021-22,SYH,Utility Cost,0.73,Rs. Lakhs
2021-May,FY 2021-22,ETF,Utility Cost,0.08,Rs. Lakhs
2021-May,FY 2021-22,PRI,Utility Cost,0.01,Rs. Lakhs
2021-May,FY 2021-22,ECN,Utility Cost,0.14,Rs. Lakhs
2021-May,FY 2021-22,RGA,Utility Cost,0.1,Rs. Lakhs
2021-May,FY 2021-22,CTS,Utility Cost,0.1,Rs. Lakhs
2021-May,FY 2021-22,VBP,Utility Cost,0.82,Rs. Lakhs
2021-May,FY 2021-22,SKC,Utility Cost,0.67,Rs. Lakhs
2021-May,FY 2021-22,IHY,Utility Cost,0.6,Rs. Lakhs
2021-May,FY 2021-22,HAA,Utility Cost,0.97,Rs. Lakhs
2021-May,FY 2021-22,SCH,Utility Cost,0.62,Rs. Lakhs
2021-May,FY 2021-22,ITPL,Rent,0.08,Rs. Lakhs
2021-May,FY 2021-22,KOR,Rent,0.71,Rs. Lakhs
2021-May,FY 2021-22,INB,Rent,1.12,Rs. Lakhs
2021-May,FY 2021-22,DIV,Rent,0.51,Rs. Lakhs
2021-May,FY 2021-22,IND,Rent,1.1,Rs. Lakhs
2021-May,FY 2021-22,ARK,Rent,1.36,Rs. Lakhs
2021-May,FY 2021-22,SIG,Rent,0.85,Rs. Lakhs
2021-May,FY 2021-22,HSR,Rent,1.37,Rs. Lakhs
2021-May,FY 2021-22,SJP,Rent,1.48,Rs. Lakhs
2021-May,FY 2021-22,ORW,Rent,0.84,Rs. Lakhs
2021-May,FY 2021-22,EST,Rent,0.71,Rs. Lakhs
2021-May,FY 2021-22,ORE,Rent,0.66,Rs. Lakhs
2021-May,FY 2021-22,JPN,Rent,1.48,Rs. Lakhs
2021-May,FY 2021-22,SEC,Rent,0.27,Rs. Lakhs
2021-May,FY 2021-22,SYH,Rent,0.21,Rs. Lakhs
2021-May,FY 2021-22,VBP,Rent,1.36,Rs. Lakhs
2021-May,FY 2021-22,SKC,Rent,0.22,Rs. Lakhs
2021-May,FY 2021-22,IHY,Rent,1.67,Rs. Lakhs
2021-May,FY 2021-22,HAA,Rent,0.78,Rs. Lakhs
2021-May,FY 2021-22,SCH,Rent,0.45,Rs. Lakhs
2021-May,FY 2021-22,RMZ,CAM,0.13,Rs. Lakhs
2021-May,FY 2021-22,INB,CAM,0.16,Rs. Lakhs
2021-May,FY 2021-22,DIV,CAM,0.14,Rs. Lakhs
2021-May,FY 2021-22,SIG,CAM,0.09,Rs. Lakhs
2021-May,FY 2021-22,ORW,CAM,0.31,Rs. Lakhs
2021-May,FY 2021-22,EST,CAM,0.16,Rs. Lakhs
2021-May,FY 2021-22,ORE,CAM,0.21,Rs. Lakhs
2021-May,FY 2021-22,SEC,CAM,0.03,Rs. Lakhs
2021-May,FY 2021-22,PRI,CAM,0.19,Rs. Lakhs
2021-May,FY 2021-22,ECN,CAM,0.19,Rs. Lakhs
2021-May,FY 2021-22,RGA,CAM,0.24,Rs. Lakhs
2021-May,FY 2021-22,VBP,CAM,0.41,Rs. Lakhs
2021-May,FY 2021-22,IHY,CAM,0.29,Rs. Lakhs
2021-May,FY 2021-22,HAA,CAM,0.53,Rs. Lakhs
2021-May,FY 2021-22,SCH,CAM,0.47,Rs. Lakhs
2021-May,FY 2021-22,ITPL,Aggregator commission,,Rs. Lakhs
2021-May,FY 2021-22,RMZ,Aggregator commission,,Rs. Lakhs
2021-May,FY 2021-22,KOR,Aggregator commission,1.83,Rs. Lakhs
2021-May,FY 2021-22,INB,Aggregator commission,3.94,Rs. Lakhs
2021-May,FY 2021-22,DIV,Aggregator commission,3.37,Rs. Lakhs
2021-May,FY 2021-22,IND,Aggregator commission,3.91,Rs. Lakhs
2021-May,FY 2021-22,MAN,Aggregator commission,0.02,Rs. Lakhs
2021-May,FY 2021-22,MTP,Aggregator commission,,Rs. Lakhs
2021-May,FY 2021-22,ETV,Aggregator commission,,Rs. Lakhs
2021-May,FY 2021-22,VIR,Aggregator commission,,Rs. Lakhs
2021-May,FY 2021-22,ARK,Aggregator commission,3.3,Rs. Lakhs
2021-May,FY 2021-22,SIG,Aggregator commission,1.3,Rs. Lakhs
2021-May,FY 2021-22,HSR,Aggregator commission,3.79,Rs. Lakhs
2021-May,FY 2021-22,CVR,Aggregator commission,,Rs. Lakhs
2021-May,FY 2021-22,SJP,Aggregator commission,4.7,Rs. Lakhs
2021-May,FY 2021-22,ORW,Aggregator commission,1.97,Rs. Lakhs
2021-May,FY 2021-22,EST,Aggregator commission,2.23,Rs. Lakhs
2021-May,FY 2021-22,ORE,Aggregator commission,1.74,Rs. Lakhs
2021-May,FY 2021-22,JPN,Aggregator commission,4.05,Rs. Lakhs
2021-May,FY 2021-22,SYH,Aggregator commission,3.76,Rs. Lakhs
2021-May,FY 2021-22,ECN,Aggregator commission,,Rs. Lakhs
2021-May,FY 2021-22,VBP,Aggregator commission,2.65,Rs. Lakhs
2021-May,FY 2021-22,SKC,Aggregator commission,1.51,Rs. Lakhs
2021-May,FY 2021-22,IHY,Aggregator commission,1.97,Rs. Lakhs
2021-May,FY 2021-22,SCH,Aggregator commission,0.63,Rs. Lakhs
2021-May,FY 2021-22,ITPL,Marketing & advertisement,,Rs. Lakhs
2021-May,FY 2021-22,KOR,Marketing & advertisement,0.27,Rs. Lakhs
2021-May,FY 2021-22,INB,Marketing & advertisement,0.61,Rs. Lakhs
2021-May,FY 2021-22,DIV,Marketing & advertisement,0.68,Rs. Lakhs
2021-May,FY 2021-22,IND,Marketing & advertisement,0.92,Rs. Lakhs
2021-May,FY 2021-22,ARK,Marketing & advertisement,0.62,Rs. Lakhs
2021-May,FY 2021-22,SIG,Marketing & advertisement,0.26,Rs. Lakhs
2021-May,FY 2021-22,HSR,Marketing & advertisement,0.77,Rs. Lakhs
2021-May,FY 2021-22,SJP,Marketing & advertisement,0.67,Rs. Lakhs
2021-May,FY 2021-22,ORW,Marketing & advertisement,0.5,Rs. Lakhs
2021-May,FY 2021-22,EST,Marketing & advertisement,0.51,Rs. Lakhs
2021-May,FY 2021-22,ORE,Marketing & advertisement,0.28,Rs. Lakhs
2021-May,FY 2021-22,JPN,Marketing & advertisement,0.79,Rs. Lakhs
2021-May,FY 2021-22,SYH,Marketing & advertisement,0.88,Rs. Lakhs
2021-May,FY 2021-22,VBP,Marketing & advertisement,0.59,Rs. Lakhs
2021-May,FY 2021-22,SKC,Marketing & advertisement,0.47,Rs. Lakhs
2021-May,FY 2021-22,IHY,Marketing & advertisement,0.25,Rs. Lakhs
2021-May,FY 2021-22,HAA,Marketing & advertisement,0.14,Rs. Lakhs
2021-May,FY 2021-22,SCH,Marketing & advertisement,0.59,Rs. Lakhs
2021-May,FY 2021-22,EGL,Other opex expenses,0.02,Rs. Lakhs
2021-May,FY 2021-22,ITPL,Other opex expenses,0.14,Rs. Lakhs
2021-May,FY 2021-22,RMZ,Other opex expenses,0.05,Rs. Lakhs
2021-May,FY 2021-22,KOR,Other opex expenses,0.43,Rs. Lakhs
2021-May,FY 2021-22,INB,Other opex expenses,0.46,Rs. Lakhs
2021-May,FY 2021-22,DIV,Other opex expenses,0.62,Rs. Lakhs
2021-May,FY 2021-22,IND,Other opex expenses,0.59,Rs. Lakhs
2021-May,FY 2021-22,BAG,Other opex expenses,0.04,Rs. Lakhs
2021-May,FY 2021-22,MAN,Other opex expenses,0.13,Rs. Lakhs
2021-May,FY 2021-22,MTP,Other opex expenses,0.03,Rs. Lakhs
2021-May,FY 2021-22,ETV,Other opex expenses,0.02,Rs. Lakhs
2021-May,FY 2021-22,VIR,Other opex expenses,0.04,Rs. Lakhs
2021-May,FY 2021-22,ARK,Other opex expenses,0.56,Rs. Lakhs
2021-May,FY 2021-22,SIG,Other opex expenses,0.37,Rs. Lakhs
2021-May,FY 2021-22,HSR,Other opex expenses,0.5,Rs. Lakhs
2021-May,FY 2021-22,CVR,Other opex expenses,0.02,Rs. Lakhs
2021-May,FY 2021-22,SJP,Other opex expenses,0.5,Rs. Lakhs
2021-May,FY 2021-22,ORW,Other opex expenses,0.42,Rs. Lakhs
2021-May,FY 2021-22,EST,Other opex expenses,0.42,Rs. Lakhs
2021-May,FY 2021-22,ORE,Other opex expenses,0.41,Rs. Lakhs
2021-May,FY 2021-22,JPN,Other opex expenses,0.54,Rs. Lakhs
2021-May,FY 2021-22,PTP,Other opex expenses,0.03,Rs. Lakhs
2021-May,FY 2021-22,SEC,Other opex expenses,0.02,Rs. Lakhs
2021-May,FY 2021-22,SYH,Other opex expenses,0.49,Rs. Lakhs
2021-May,FY 2021-22,ETF,Other opex expenses,0.02,Rs. Lakhs
2021-May,FY 2021-22,GSC,Other opex expenses,0.02,Rs. Lakhs
2021-May,FY 2021-22,PRI,Other opex expenses,0.03,Rs. Lakhs
2021-May,FY 2021-22,ECN,Other opex expenses,0.02,Rs. Lakhs
2021-May,FY 2021-22,RGA,Other opex expenses,0.01,Rs. Lakhs
2021-May,FY 2021-22,CTS,Other opex expenses,0.03,Rs. Lakhs
2021-May,FY 2021-22,VBP,Other opex expenses,0.43,Rs. Lakhs
2021-May,FY 2021-22,SKC,Other opex expenses,0.43,Rs. Lakhs
2021-May,FY 2021-22,IHY,Other opex expenses,0.44,Rs. Lakhs
2021-May,FY 2021-22,DCH,Other opex expenses,0.03,Rs. Lakhs
2021-May,FY 2021-22,HAA,Other opex expenses,0.93,Rs. Lakhs
2021-May,FY 2021-22,SCH,Other opex expenses,0.2,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,Gross Sales,9.5,Rs. Lakhs
2021-Jun,FY 2021-22,INB,Gross Sales,21.43,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,Gross Sales,18.3,Rs. Lakhs
2021-Jun,FY 2021-22,IND,Gross Sales,22.33,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,Gross Sales,19,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,Gross Sales,10.63,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,Gross Sales,22.44,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,Gross Sales,25.83,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,Gross Sales,11.66,Rs. Lakhs
2021-Jun,FY 2021-22,EST,Gross Sales,13.95,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,Gross Sales,4.26,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,Gross Sales,23.89,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,Gross Sales,19.41,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,Gross Sales,19.39,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,Gross Sales,18.75,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,Gross Sales,6.45,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,Gross Sales,9.35,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,GST,0.45,Rs. Lakhs
2021-Jun,FY 2021-22,INB,GST,1.02,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,GST,0.87,Rs. Lakhs
2021-Jun,FY 2021-22,IND,GST,1.06,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,GST,0.9,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,GST,0.51,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,GST,1.07,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,GST,1.23,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,GST,0.56,Rs. Lakhs
2021-Jun,FY 2021-22,EST,GST,0.66,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,GST,0.2,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,GST,1.14,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,GST,0.92,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,GST,0.92,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,GST,0.89,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,GST,0.31,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,GST,0.45,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,Net Sales,9.05,Rs. Lakhs
2021-Jun,FY 2021-22,INB,Net Sales,20.41,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,Net Sales,17.43,Rs. Lakhs
2021-Jun,FY 2021-22,IND,Net Sales,21.27,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,Net Sales,18.1,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,Net Sales,10.12,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,Net Sales,21.37,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,Net Sales,24.6,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,Net Sales,11.1,Rs. Lakhs
2021-Jun,FY 2021-22,EST,Net Sales,13.28,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,Net Sales,4.05,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,Net Sales,22.76,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,Net Sales,18.49,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,Net Sales,18.47,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,Net Sales,17.85,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,Net Sales,6.14,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,Net Sales,8.9,Rs. Lakhs
2021-Jun,FY 2021-22,EGL,COGS (food +packaging),0.45,Rs. Lakhs
2021-Jun,FY 2021-22,RMZ,COGS (food +packaging),0.29,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,COGS (food +packaging),2.97,Rs. Lakhs
2021-Jun,FY 2021-22,INB,COGS (food +packaging),7.22,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,COGS (food +packaging),5.95,Rs. Lakhs
2021-Jun,FY 2021-22,IND,COGS (food +packaging),7.77,Rs. Lakhs
2021-Jun,FY 2021-22,MTP,COGS (food +packaging),,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,COGS (food +packaging),6.33,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,COGS (food +packaging),3.43,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,COGS (food +packaging),7.67,Rs. Lakhs
2021-Jun,FY 2021-22,CVR,COGS (food +packaging),1.16,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,COGS (food +packaging),8.3,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,COGS (food +packaging),3.46,Rs. Lakhs
2021-Jun,FY 2021-22,EST,COGS (food +packaging),4.13,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,COGS (food +packaging),1.35,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,COGS (food +packaging),7.66,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,COGS (food +packaging),7.03,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,COGS (food +packaging),7.23,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,COGS (food +packaging),5.69,Rs. Lakhs
2021-Jun,FY 2021-22,DCH,COGS (food +packaging),0.4,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,COGS (food +packaging),2.06,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,COGS (food +packaging),3,Rs. Lakhs
2021-Jun,FY 2021-22,ITPL,store Labor Cost,0.01,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,store Labor Cost,1.33,Rs. Lakhs
2021-Jun,FY 2021-22,INB,store Labor Cost,2,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,store Labor Cost,1.85,Rs. Lakhs
2021-Jun,FY 2021-22,IND,store Labor Cost,2.25,Rs. Lakhs
2021-Jun,FY 2021-22,MAN,store Labor Cost,0.1,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,store Labor Cost,2.03,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,store Labor Cost,1.71,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,store Labor Cost,1.97,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,store Labor Cost,2.25,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,store Labor Cost,1.47,Rs. Lakhs
2021-Jun,FY 2021-22,EST,store Labor Cost,1.5,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,store Labor Cost,0.36,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,store Labor Cost,2.23,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,store Labor Cost,1.61,Rs. Lakhs
2021-Jun,FY 2021-22,GSC,store Labor Cost,0.24,Rs. Lakhs
2021-Jun,FY 2021-22,PRI,store Labor Cost,0.01,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,store Labor Cost,1.14,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,store Labor Cost,1.63,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,store Labor Cost,1.4,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,store Labor Cost,1.33,Rs. Lakhs
2021-Jun,FY 2021-22,ITPL,Utility Cost,0.05,Rs. Lakhs
2021-Jun,FY 2021-22,RMZ,Utility Cost,0.1,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,Utility Cost,0.7,Rs. Lakhs
2021-Jun,FY 2021-22,INB,Utility Cost,0.74,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,Utility Cost,1.27,Rs. Lakhs
2021-Jun,FY 2021-22,IND,Utility Cost,1.05,Rs. Lakhs
2021-Jun,FY 2021-22,MAN,Utility Cost,0.05,Rs. Lakhs
2021-Jun,FY 2021-22,ETV,Utility Cost,0.05,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,Utility Cost,1.26,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,Utility Cost,0.75,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,Utility Cost,1.19,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,Utility Cost,1.12,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,Utility Cost,1.01,Rs. Lakhs
2021-Jun,FY 2021-22,EST,Utility Cost,0.96,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,Utility Cost,0.39,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,Utility Cost,1.17,Rs. Lakhs
2021-Jun,FY 2021-22,PTP,Utility Cost,0.07,Rs. Lakhs
2021-Jun,FY 2021-22,SEC,Utility Cost,0.05,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,Utility Cost,0.8,Rs. Lakhs
2021-Jun,FY 2021-22,ETF,Utility Cost,0.08,Rs. Lakhs
2021-Jun,FY 2021-22,PRI,Utility Cost,0.01,Rs. Lakhs
2021-Jun,FY 2021-22,ECN,Utility Cost,0.14,Rs. Lakhs
2021-Jun,FY 2021-22,RGA,Utility Cost,0.1,Rs. Lakhs
2021-Jun,FY 2021-22,CTS,Utility Cost,0.1,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,Utility Cost,0.91,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,Utility Cost,0.66,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,Utility Cost,0.91,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,Utility Cost,0.63,Rs. Lakhs
2021-Jun,FY 2021-22,ITPL,Rent,0.08,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,Rent,0.71,Rs. Lakhs
2021-Jun,FY 2021-22,INB,Rent,1.34,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,Rent,0.51,Rs. Lakhs
2021-Jun,FY 2021-22,IND,Rent,1.2,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,Rent,1.36,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,Rent,0.86,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,Rent,1.71,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,Rent,1.48,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,Rent,0.85,Rs. Lakhs
2021-Jun,FY 2021-22,EST,Rent,0.71,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,Rent,0.48,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,Rent,1.48,Rs. Lakhs
2021-Jun,FY 2021-22,SEC,Rent,0.27,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,Rent,0.21,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,Rent,1.36,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,Rent,3.16,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,Rent,1.22,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,Rent,1.05,Rs. Lakhs
2021-Jun,FY 2021-22,RMZ,CAM,0.13,Rs. Lakhs
2021-Jun,FY 2021-22,INB,CAM,0.18,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,CAM,0.14,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,CAM,0.09,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,CAM,0.31,Rs. Lakhs
2021-Jun,FY 2021-22,EST,CAM,0.16,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,CAM,0.28,Rs. Lakhs
2021-Jun,FY 2021-22,SEC,CAM,0.03,Rs. Lakhs
2021-Jun,FY 2021-22,PRI,CAM,0.19,Rs. Lakhs
2021-Jun,FY 2021-22,ECN,CAM,0.19,Rs. Lakhs
2021-Jun,FY 2021-22,RGA,CAM,0.24,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,CAM,0.41,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,CAM,0.25,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,CAM,0.53,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,CAM,0.47,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,Aggregator commission,1.95,Rs. Lakhs
2021-Jun,FY 2021-22,INB,Aggregator commission,4.57,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,Aggregator commission,3.78,Rs. Lakhs
2021-Jun,FY 2021-22,IND,Aggregator commission,4.53,Rs. Lakhs
2021-Jun,FY 2021-22,MAN,Aggregator commission,0.02,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,Aggregator commission,3.76,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,Aggregator commission,2.02,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,Aggregator commission,4.54,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,Aggregator commission,5.19,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,Aggregator commission,2.53,Rs. Lakhs
2021-Jun,FY 2021-22,EST,Aggregator commission,3.04,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,Aggregator commission,0.99,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,Aggregator commission,4.66,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,Aggregator commission,4.2,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,Aggregator commission,3.22,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,Aggregator commission,2.59,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,Aggregator commission,1,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,Marketing & advertisement,0.6,Rs. Lakhs
2021-Jun,FY 2021-22,INB,Marketing & advertisement,0.72,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,Marketing & advertisement,0.85,Rs. Lakhs
2021-Jun,FY 2021-22,IND,Marketing & advertisement,0.69,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,Marketing & advertisement,0.74,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,Marketing & advertisement,0.73,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,Marketing & advertisement,0.56,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,Marketing & advertisement,0.72,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,Marketing & advertisement,0.45,Rs. Lakhs
2021-Jun,FY 2021-22,EST,Marketing & advertisement,0.52,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,Marketing & advertisement,0.4,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,Marketing & advertisement,0.93,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,Marketing & advertisement,1,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,Marketing & advertisement,0.6,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,Marketing & advertisement,0.68,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,Marketing & advertisement,0.29,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,Marketing & advertisement,0.41,Rs. Lakhs
2021-Jun,FY 2021-22,EGL,Other opex expenses,0.02,Rs. Lakhs
2021-Jun,FY 2021-22,ITPL,Other opex expenses,0.09,Rs. Lakhs
2021-Jun,FY 2021-22,RMZ,Other opex expenses,0.05,Rs. Lakhs
2021-Jun,FY 2021-22,KOR,Other opex expenses,0.46,Rs. Lakhs
2021-Jun,FY 2021-22,INB,Other opex expenses,0.45,Rs. Lakhs
2021-Jun,FY 2021-22,DIV,Other opex expenses,0.54,Rs. Lakhs
2021-Jun,FY 2021-22,IND,Other opex expenses,0.55,Rs. Lakhs
2021-Jun,FY 2021-22,BAG,Other opex expenses,0.04,Rs. Lakhs
2021-Jun,FY 2021-22,MAN,Other opex expenses,0.08,Rs. Lakhs
2021-Jun,FY 2021-22,MTP,Other opex expenses,0.03,Rs. Lakhs
2021-Jun,FY 2021-22,ETV,Other opex expenses,0.02,Rs. Lakhs
2021-Jun,FY 2021-22,VIR,Other opex expenses,0.04,Rs. Lakhs
2021-Jun,FY 2021-22,ARK,Other opex expenses,0.57,Rs. Lakhs
2021-Jun,FY 2021-22,SIG,Other opex expenses,0.51,Rs. Lakhs
2021-Jun,FY 2021-22,HSR,Other opex expenses,0.74,Rs. Lakhs
2021-Jun,FY 2021-22,CVR,Other opex expenses,0.13,Rs. Lakhs
2021-Jun,FY 2021-22,SJP,Other opex expenses,0.58,Rs. Lakhs
2021-Jun,FY 2021-22,ORW,Other opex expenses,0.39,Rs. Lakhs
2021-Jun,FY 2021-22,EST,Other opex expenses,0.45,Rs. Lakhs
2021-Jun,FY 2021-22,ORE,Other opex expenses,0.3,Rs. Lakhs
2021-Jun,FY 2021-22,JPN,Other opex expenses,0.68,Rs. Lakhs
2021-Jun,FY 2021-22,PTP,Other opex expenses,0.03,Rs. Lakhs
2021-Jun,FY 2021-22,SEC,Other opex expenses,0.1,Rs. Lakhs
2021-Jun,FY 2021-22,SYH,Other opex expenses,0.48,Rs. Lakhs
2021-Jun,FY 2021-22,ETF,Other opex expenses,0.02,Rs. Lakhs
2021-Jun,FY 2021-22,GSC,Other opex expenses,0.02,Rs. Lakhs
2021-Jun,FY 2021-22,PRI,Other opex expenses,0.03,Rs. Lakhs
2021-Jun,FY 2021-22,ECN,Other opex expenses,0.02,Rs. Lakhs
2021-Jun,FY 2021-22,RGA,Other opex expenses,0.01,Rs. Lakhs
2021-Jun,FY 2021-22,CTS,Other opex expenses,0.03,Rs. Lakhs
2021-Jun,FY 2021-22,VBP,Other opex expenses,0.67,Rs. Lakhs
2021-Jun,FY 2021-22,IHY,Other opex expenses,0.54,Rs. Lakhs
2021-Jun,FY 2021-22,DCH,Other opex expenses,0.03,Rs. Lakhs
2021-Jun,FY 2021-22,HAA,Other opex expenses,0.44,Rs. Lakhs
2021-Jun,FY 2021-22,SCH,Other opex expenses,0.34,Rs. Lakhs
2021-Jul,FY 2021-22,KOR,Gross Sales,13.97,Rs. Lakhs
2021-Jul,FY 2021-22,INB,Gross Sales,25.45,Rs. Lakhs
2021-Jul,FY 2021-22,DIV,Gross Sales,25.68,Rs. Lakhs
